driverId,week,hours-logged,miles-logged
23,15,57,3300
68,15,65,2500
37,46,60,2500
86,38,72,1200
95,43,74,900
40,50,73,900
35,45,61,2800
46,37,52,1500
24,52,52,700
27,17,53,4000
19,5,63,2100
23,7,51,2200
26,5,64,2900
41,8,72,3800
71,30,64,2700
19,14,69,1300
19,6,50,3900
72,36,80,1200
74,36,50,3700
68,21,57,1900
88,48,57,200
67,12,54,700
61,31,52,1900
65,22,51,1900
35,27,59,300
82,19,68,1700
82,44,72,1100
22,11,62,0
19,36,59,200
28,8,57,1700
82,33,53,1000
67,32,69,800
109,18,50,3000
14,29,52,700
49,8,77,3500
87,14,56,1000
54,9,63,0
64,28,65,3600
108,1,59,0
71,38,59,2900
76,6,73,2400
12,45,72,3200
35,31,73,300
24,46,61,0
11,34,56,2000
49,38,69,3900
51,42,66,3300
18,35,56,1800
72,35,70,3200
64,38,70,100
79,48,68,4000
76,42,76,3000
102,11,66,700
89,50,70,1900
44,14,62,3100
88,20,73,900
81,50,72,3000
45,47,63,2400
52,2,64,1800
54,16,62,700
14,50,74,3200
55,24,80,1500
45,7,72,3200
71,28,80,1100
75,9,70,2300
34,33,77,1700
50,32,61,100
12,15,78,2200
24,34,80,2200
28,41,61,2900
22,7,52,3800
66,31,80,600
11,17,77,2400
78,42,59,2800
35,51,71,900
85,41,61,3400
72,3,78,1300
46,52,57,3900
92,17,62,500
97,48,74,2900
33,50,78,1000
14,21,79,200
71,25,53,1800
55,12,62,500
69,32,63,2200
36,19,58,2300
83,40,75,1300
93,7,78,400
92,7,68,1900
71,9,54,1500
57,48,53,2600
76,6,50,400
31,12,78,1700
39,1,53,900
86,37,72,200
63,1,67,2900
38,51,78,200
62,24,51,3100
54,51,64,3600
68,30,56,800
80,30,71,3800
71,10,79,4000
108,6,65,3000
32,34,68,600
40,17,77,2900
93,7,61,3000
23,48,59,1100
94,15,66,1700
23,31,70,3300
24,11,50,3200
63,5,72,1600
38,16,54,1200
103,26,80,700
93,23,64,2300
33,41,67,500
40,21,67,1300
37,25,53,600
64,39,53,2700
45,1,72,600
103,42,67,2500
19,35,64,800
108,46,50,3200
17,3,51,3900
20,31,52,3700
29,35,51,4000
33,33,69,2500
24,14,57,3000
37,47,59,2700
99,23,78,600
37,16,75,700
80,34,55,3400
37,16,53,500
32,49,75,2300
96,2,67,2000
55,45,52,2500
12,45,60,3000
28,16,62,3600
48,30,57,1000
45,38,65,1500
28,46,60,2500
25,26,72,2700
56,52,63,3600
61,26,78,800
60,35,68,1400
107,46,55,300
95,12,56,400
37,31,68,2900
34,13,61,2800
17,28,70,2800
68,52,74,1500
45,41,76,2800
31,44,70,1200
39,12,52,3700
107,4,80,1400
87,35,70,3100
75,3,71,400
45,10,52,200
36,17,78,600
99,40,79,1600
75,2,60,1600
17,44,72,2000
48,39,71,3100
70,32,59,700
39,8,65,100
35,2,63,2600
52,33,66,3900
33,7,57,2900
32,49,51,400
60,28,74,1000
87,2,66,3300
100,29,68,400
63,44,51,2500
39,4,51,1900
48,10,74,700
26,50,78,1400
22,23,70,2100
88,7,53,1400
64,10,71,1500
59,2,54,1700
64,13,55,1800
88,37,72,500
85,41,79,200
47,14,58,1300
79,51,66,1500
69,29,51,3900
85,22,67,3000
64,22,50,3800
83,26,59,1900
23,19,75,2900
88,8,61,3000
103,39,61,1100
29,34,74,4000
81,34,64,3600
13,18,78,1000
80,11,75,2300
82,36,73,3700
43,28,57,1600
73,10,51,800
51,14,79,3300
67,5,80,3700
24,41,51,0
83,2,58,1000
45,23,57,200
44,19,55,800
12,41,69,3000
61,9,52,3600
26,16,65,300
65,1,61,2200
82,9,75,3900
19,10,80,600
90,32,64,1500
17,35,61,1900
44,36,55,3700
100,2,64,1700
53,49,65,3400
85,40,59,100
83,2,53,3000
75,7,73,3300
11,6,60,300
92,34,68,900
30,48,73,3300
49,10,69,2500
48,27,73,100
98,15,56,2200
109,13,62,1500
13,22,68,2700
32,4,67,3400
36,4,53,2100
89,28,80,800
19,12,64,400
54,44,60,2000
10,43,59,2100
105,48,79,1000
49,35,80,2200
100,18,52,900
62,5,52,600
61,13,60,1500
26,16,61,3100
28,43,64,4000
91,7,74,3000
32,11,53,1300
76,19,59,0
48,17,59,3200
20,5,70,2900
96,28,79,200
67,21,78,3000
49,3,79,1500
78,15,62,3500
65,14,61,1800
71,17,57,200
37,17,67,500
57,22,58,1900
101,45,74,1300
68,18,71,300
82,4,50,1100
51,27,67,3900
34,48,80,1200
99,15,76,1900
66,28,69,3800
44,28,69,3900
96,52,62,4000
109,32,64,2500
24,9,61,2200
95,50,77,3700
28,25,54,1800
108,47,55,2200
82,43,63,3900
102,51,57,1800
85,43,66,1300
54,44,53,1800
68,4,56,0
12,1,62,2800
14,12,68,3900
60,50,64,3200
94,14,52,3500
27,45,70,2400
65,22,68,1300
41,35,55,100
65,24,72,800
87,8,74,200
74,29,53,500
26,17,80,0
10,7,51,3600
47,12,76,900
36,7,77,500
95,31,78,1800
34,11,50,100
60,25,76,1000
104,8,54,1500
82,27,63,1300
39,7,63,0
25,31,73,1800
37,8,59,1000
80,3,67,2000
11,14,63,3000
27,17,80,3800
97,12,78,300
50,3,72,3300
31,7,62,2700
94,13,74,4000
20,42,52,3800
86,14,50,400
10,19,58,300
64,36,57,300
64,17,75,3700
94,47,65,2600
105,17,72,3600
24,20,58,2600
27,27,74,2600
105,13,59,3600
46,43,54,500
71,6,73,700
27,42,75,3300
85,15,52,700
31,42,79,1000
20,25,50,1800
45,13,58,4000
106,50,51,4000
68,15,80,3200
107,8,59,900
75,19,66,1800
11,35,79,500
97,33,75,1700
72,52,61,100
26,15,64,1400
48,1,67,2600
28,9,71,900
100,39,58,2200
25,6,79,2600
84,30,63,3600
16,39,77,500
56,52,58,600
72,16,55,200
56,2,51,1500
15,4,78,1300
91,26,50,3500
104,10,60,2200
93,4,78,3400
87,32,59,4000
109,10,53,2600
59,31,52,800
90,31,65,3600
12,20,73,500
51,46,74,800
31,23,55,1600
43,48,52,400
58,46,69,1600
73,39,50,1700
105,16,80,4000
18,8,75,1300
35,13,69,2600
67,14,79,800
56,20,56,100
22,47,52,200
67,47,79,800
78,42,67,500
59,29,75,2600
78,46,74,3300
86,46,54,1000
83,25,73,2100
27,24,59,3100
24,29,55,2100
81,36,67,700
77,50,66,3600
62,17,73,400
66,51,58,3000
29,4,51,2800
24,14,50,1300
19,19,58,600
23,39,57,1900
102,41,76,800
77,29,73,1500
96,10,80,2600
28,6,61,3600
107,24,79,1900
48,42,77,100
64,29,60,1600
56,23,61,2200
23,6,71,200
52,42,61,3600
40,7,77,3700
21,46,67,700
13,41,56,3200
63,9,59,3200
15,25,61,3000
74,37,53,2100
74,36,79,1000
54,4,74,3500
46,17,69,2100
84,31,79,2500
40,34,60,3900
108,48,58,1200
51,10,65,3100
37,24,54,3600
47,17,52,1300
92,38,61,3500
76,21,65,2800
96,29,60,2200
31,2,55,2700
18,41,55,2900
57,46,80,1000
20,36,70,1600
103,14,79,1100
27,52,80,3900
51,17,54,2000
78,7,68,200
32,24,64,1100
40,37,54,1400
56,11,58,2300
91,46,66,3200
16,33,65,200
80,20,60,800
57,40,59,2500
12,4,74,2900
22,20,77,1800
94,11,76,600
63,4,58,1900
19,34,71,2700
108,14,73,2800
44,20,50,2300
50,18,55,3700
107,15,54,2000
46,27,54,100
91,11,50,3600
26,40,79,2500
25,1,74,1100
30,29,52,1000
38,46,56,1700
86,26,75,900
43,28,56,0
36,8,52,200
99,27,56,3700
48,35,51,800
95,47,65,1900
99,25,72,1900
23,37,59,3200
58,50,50,1600
109,52,57,2800
86,11,77,3300
56,6,64,2100
70,24,58,1900
25,40,62,1600
102,34,61,800
99,36,73,3300
22,1,65,1700
19,35,71,2500
55,16,54,1000
75,4,53,3100
66,9,63,1300
103,3,73,700
36,14,59,500
75,23,79,2500
83,42,50,1300
71,48,60,3500
56,8,67,1100
44,35,59,2300
20,8,53,900
40,29,79,1400
33,3,76,2900
58,43,50,3900
75,13,76,2000
71,39,79,200
83,41,54,3500
24,40,58,2700
57,27,58,1400
82,46,67,700
32,40,80,1600
88,33,71,2400
37,52,63,300
49,13,56,1600
76,41,72,3800
27,9,70,2700
20,33,65,3100
38,48,61,3600
34,32,80,1100
90,36,57,1900
18,40,50,4000
57,36,58,100
73,10,50,2200
70,51,72,500
108,49,69,900
90,22,52,2200
39,30,79,0
105,23,68,3600
39,21,52,100
25,32,71,1000
41,2,79,500
101,13,74,800
67,12,65,3800
26,52,77,1400
72,18,73,2700
90,17,51,1300
10,44,78,400
86,40,64,2700
108,36,55,300
61,34,51,3100
39,34,66,900
33,6,62,500
65,1,65,3900
71,9,58,1100
25,47,64,1100
56,19,69,3900
37,20,51,0
89,52,55,3100
52,16,73,100
107,51,51,2500
33,49,61,2900
81,1,60,600
12,16,76,4000
76,5,73,1500
63,48,66,3800
58,22,55,2900
14,20,74,700
42,29,76,4000
35,32,73,2600
34,1,60,2000
50,23,66,1200
91,34,52,1300
103,24,78,800
63,12,52,3000
97,46,62,600
16,6,50,1600
81,2,75,1000
55,21,79,3000
38,35,76,2500
26,26,51,900
107,13,63,400
33,38,60,3600
41,11,61,2300
86,50,74,2900
95,52,51,400
63,47,77,4000
47,10,60,3600
26,4,75,100
25,6,51,3300
12,35,68,1100
42,28,80,1900
26,14,72,1700
77,49,74,3400
83,13,72,4000
100,43,50,2200
31,44,80,1400
29,11,76,500
82,20,59,1800
82,4,68,700
95,3,67,2200
66,21,54,4000
45,18,71,3300
105,8,74,2800
20,20,72,2400
45,33,70,1300
100,11,66,2900
66,51,73,1800
58,40,55,2400
77,3,52,600
40,48,79,1800
20,35,79,2000
19,32,73,3700
30,21,80,2300
88,39,61,1300
38,29,52,3300
68,4,69,300
57,8,50,3000
15,22,79,200
29,48,65,1800
40,40,66,600
107,34,53,1300
55,27,77,3000
39,44,50,1700
33,37,71,2700
88,32,53,1200
34,13,52,2400
10,40,57,200
81,8,55,1000
17,2,70,2900
54,27,56,3500
77,9,72,1200
47,13,54,700
35,1,59,1300
31,3,76,3100
21,21,65,3900
45,15,80,2200
34,2,68,1700
77,46,59,3400
64,38,66,700
69,15,64,2900
14,7,78,0
80,39,69,2800
34,12,77,600
43,5,63,3500
98,14,52,2000
104,14,77,1500
102,37,74,3100
44,46,50,3100
70,6,71,100
84,3,61,1200
95,21,70,1900
35,50,53,300
101,16,51,1500
104,38,59,2000
39,48,53,2200
86,4,68,3700
79,16,76,1100
11,52,51,3900
102,1,72,3900
52,14,71,2100
44,51,73,3900
68,46,62,1500
81,10,61,2900
78,35,51,800
49,46,55,2400
16,50,73,2300
52,6,71,2500
12,25,55,1700
96,14,74,2000
61,12,63,1400
81,37,63,400
15,31,80,400
25,16,79,3400
42,36,66,2500
78,36,63,100
85,34,62,2500
57,35,58,2400
30,38,72,600
101,52,65,200
45,1,73,3700
100,9,60,3700
68,20,69,2500
76,26,74,2500
46,22,73,700
84,46,79,3900
44,41,74,1300
63,20,79,3900
107,27,54,3800
91,23,51,2000
100,7,59,1800
11,34,78,3200
89,52,80,2000
70,47,67,600
59,49,50,2400
45,43,71,3700
59,27,65,3100
68,15,63,2500
101,31,69,100
97,17,50,3200
19,6,69,4000
76,23,66,2100
102,45,59,3300
42,42,68,2100
24,31,56,2000
101,44,67,200
62,27,55,2300
60,3,57,3300
109,5,54,3500
39,25,55,400
19,7,55,1100
69,18,57,700
98,38,60,2300
89,42,56,3600
84,2,58,1700
52,13,53,1000
106,38,65,2600
101,30,77,1900
67,21,79,900
40,42,66,4000
100,12,76,1000
42,9,52,2700
63,32,50,1700
64,14,59,1700
101,9,51,2000
36,15,51,500
22,20,72,3200
44,51,56,0
34,32,55,600
42,14,74,1100
52,22,80,800
76,5,80,2400
93,52,63,1500
14,50,51,1700
104,9,55,1100
99,15,50,2100
31,18,61,700
107,30,51,200
63,51,62,2900
78,21,74,300
25,39,73,1700
31,14,69,2700
18,2,66,1700
56,38,68,2600
14,45,80,2100
44,8,74,1500
102,35,63,800
74,3,60,4000
105,24,56,1200
19,51,53,1500
51,4,60,200
93,27,62,2300
18,17,75,1300
44,24,74,2500
50,2,80,900
68,15,60,100
98,49,51,3200
30,32,72,1600
101,50,76,800
28,41,51,1800
28,39,60,3900
106,32,63,3600
30,10,67,1400
28,44,51,800
48,44,73,2900
11,32,53,0
82,34,52,800
78,33,72,200
18,38,58,3500
16,47,73,1700
11,39,71,2700
35,42,71,200
80,14,61,2600
11,46,61,3300
17,13,75,1600
104,26,56,100
44,3,78,3000
108,10,55,2200
100,51,66,1400
63,1,56,3600
29,1,73,600
36,1,64,3900
85,22,71,2900
17,49,52,800
21,45,75,3300
78,39,63,200
106,2,69,2000
101,28,61,1200
10,14,59,1800
51,22,59,3900
57,27,71,4000
56,18,51,3200
53,29,75,1100
100,34,57,4000
53,12,65,2200
89,50,70,1600
108,16,72,3000
54,51,65,1500
17,37,67,1100
71,43,79,3300
20,16,52,1200
12,14,70,0
59,17,63,400
86,50,59,0
58,50,68,3400
23,7,53,0
86,49,74,2900
35,34,63,2300
81,35,53,2200
42,22,74,2100
103,36,64,2800
64,42,78,2100
10,5,69,1400
28,36,59,1000
32,11,68,2500
72,11,53,1900
73,6,74,1700
28,46,50,3200
27,21,58,4000
98,7,74,1300
14,51,57,3600
12,27,51,100
67,40,79,3100
82,24,62,3300
81,43,71,3400
35,3,74,3400
63,32,50,2000
94,51,78,3900
34,10,70,1400
48,43,73,2300
103,2,65,4000
92,2,72,2500
58,37,59,100
33,27,62,100
36,9,72,3200
40,23,76,1700
78,41,62,1600
31,40,63,600
102,4,79,1500
80,14,53,2900
52,45,62,700
15,16,56,2700
77,28,50,4000
30,17,77,1900
37,20,60,1600
58,10,79,800
96,11,68,2800
52,24,73,2100
66,7,52,2700
67,39,53,400
23,49,74,3200
24,33,72,4000
78,51,62,400
26,15,68,3000
70,14,77,200
16,11,77,400
34,12,65,2500
39,45,76,3100
108,50,75,800
71,37,58,300
25,52,54,1300
85,2,56,500
59,26,64,800
44,12,69,2000
75,24,74,3500
101,46,55,1300
25,23,66,1500
18,23,68,3500
55,47,67,2200
61,2,72,1300
91,13,72,1800
34,51,50,2600
